countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
19,0,39,0,0,1,1,0,0,16,795,117,2987,9,14,79,26,60,4043,2431624.000000,19,0,39,0,0,0,0,0,0,16,795,117,2987,8,14,76,27,58,4040,2351929.000000,591.044925
19,0,39,0,0,1,1,0,0,13,795,117,2987,9,14,79,26,60,4040,2431609.000000,19,0,39,0,0,0,0,0,0,16,795,117,2987,8,14,76,27,58,4040,2351929.000000,545.493757
19,0,39,0,0,2,2,0,0,13,795,117,2987,10,14,86,25,62,4047,2511364.000000,19,0,39,0,0,0,0,0,0,16,795,117,2987,8,14,76,27,58,4040,2351929.000000,537.352194
19,0,39,0,0,2,2,0,0,13,795,117,2987,10,14,93,24,62,4053,2511069.000000,19,0,39,0,0,0,0,0,0,16,795,117,2987,8,14,76,27,58,4040,2351929.000000,513.649363
19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,493.459369
19,0,31,0,0,3,2,3,0,16,809,117,2959,11,14,99,24,58,4049,2351154.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,439.726113
19,0,33,0,0,4,3,0,0,16,809,117,2987,12,14,100,23,59,4078,2390959.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,439.726113
19,0,32,0,0,5,3,0,0,16,801,118,2987,12,14,99,23,59,4070,2390909.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,435.339845
21,0,34,0,0,5,3,3,0,16,801,117,2945,12,14,99,23,66,4027,2670694.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,433.163146
19,0,32,0,0,5,3,0,0,16,848,119,3060,12,14,94,23,59,4186,2391439.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,416.136821
19,0,32,0,0,6,4,0,0,16,848,119,3060,13,14,99,22,61,4191,2471164.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,407.876297
19,0,32,0,0,6,4,0,0,16,848,119,3060,13,14,103,22,61,4195,2471224.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,403.807731
19,0,32,0,0,6,4,0,0,16,868,118,3060,13,14,108,22,61,4219,2471394.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,401.788692
19,0,32,0,0,6,4,0,0,16,868,118,3060,13,14,106,22,61,4217,2471364.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,395.791946
20,0,32,0,0,6,4,0,0,16,896,125,3160,13,14,106,22,62,4352,2512039.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,374.559521
20,0,32,0,0,6,4,0,0,16,896,125,3160,13,14,115,21,62,4360,2511774.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,367.124327
20,0,32,0,0,6,4,0,0,16,896,125,3160,13,14,120,20,62,4364,2511449.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,363.462262
20,0,32,0,0,5,4,0,0,16,896,125,3160,13,14,117,20,61,4361,2471404.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,361.644951
20,0,32,0,0,5,4,0,0,16,896,125,3160,13,14,122,19,61,4365,2471079.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,358.037542
20,0,32,0,0,5,4,0,0,16,896,125,3160,13,14,128,18,61,4370,2470769.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,356.247354
20,0,32,0,0,5,4,0,0,16,898,129,3186,13,14,128,18,61,4402,2470929.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,350.930318
19,0,31,0,0,5,4,0,0,15,898,129,3186,13,14,128,18,59,4401,2390924.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,337.136315
20,0,31,0,0,5,4,0,0,16,860,129,3120,13,14,129,18,60,4299,2430424.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,337.136315
20,0,31,0,0,5,4,0,0,16,860,129,3120,13,14,134,17,60,4303,2430099.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,327.147812
20,0,31,0,0,5,4,0,0,16,860,129,3120,13,14,140,16,60,4308,2429789.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,315.867967
20,0,31,0,0,5,4,0,0,16,860,129,3120,13,14,145,15,60,4312,2429464.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,304.977044
20,0,31,0,0,5,4,0,0,16,860,129,3120,13,14,150,14,60,4316,2429139.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,301.934898
20,0,31,0,0,5,4,0,0,16,860,129,3120,13,14,148,14,60,4314,2429109.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,298.923098
20,0,31,0,0,5,4,0,0,16,860,129,3120,13,14,152,13,60,4317,2428769.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,290.066756
20,0,31,0,0,5,4,3,0,17,737,128,2669,13,14,158,13,63,3749,2545989.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,287.173340
20,0,31,0,0,5,4,3,0,17,765,135,2757,13,14,158,13,63,3872,2546604.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,281.472806
20,0,31,0,0,5,5,3,0,17,765,135,2757,14,14,164,12,64,3878,2586344.000000,19,0,33,0,0,3,2,0,0,16,809,117,2987,11,14,99,24,57,4077,2311294.000000,273.133473
