countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
18,8,42,0,0,7,2,72,0,9,234,140,759,13,14,138,1,149,1308,5227375.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,600.000000
16,8,43,0,0,7,2,74,0,9,234,140,755,14,14,141,1,150,1308,5262395.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,594.015000
16,8,43,0,0,7,2,74,0,9,234,141,751,14,14,141,1,150,1305,5262356.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,591.044925
16,8,43,0,0,7,2,74,0,9,250,142,799,15,14,138,1,150,1368,5262997.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,591.044925
16,8,43,0,0,7,2,74,0,9,234,138,757,14,14,141,1,150,1308,5262413.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,591.044925
19,8,43,0,0,7,2,74,0,9,250,141,799,15,14,138,1,153,1367,5367996.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,588.089700
18,8,43,0,0,7,2,74,0,9,250,142,800,15,14,138,1,152,1369,5333007.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,576.415826
19,8,43,0,0,7,2,74,0,9,251,141,799,15,14,138,1,153,1368,5368006.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,576.415826
19,8,43,0,0,7,3,74,0,9,263,148,855,16,14,132,1,154,1438,5403663.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,573.533747
19,8,43,0,0,7,3,74,0,9,279,149,953,17,14,129,1,154,1551,5404804.000000,18,8,42,0,0,7,2,72,0,9,227,137,751,13,14,138,1,149,1290,5227222.000000,570.666078
