countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
35,13,50,0,0,5,0,111,0,7,234,132,849,20,14,176,0,214,1432,3221447.000000,35,13,50,0,0,5,0,111,0,7,234,132,849,20,14,176,0,214,1432,3221447.000000,597.000000
36,13,51,0,0,5,0,112,0,7,237,133,864,20,14,171,0,217,1446,3266588.000000,35,13,50,0,0,5,0,111,0,7,234,132,849,20,14,176,0,214,1432,3221447.000000,594.015000
36,13,51,0,0,5,0,112,0,7,237,133,868,20,14,173,0,217,1452,3266638.000000,35,13,50,0,0,5,0,111,0,7,234,132,849,20,14,176,0,214,1432,3221447.000000,591.044925
35,13,50,0,0,5,0,112,0,7,237,132,869,19,14,176,0,215,1454,3236632.000000,35,13,50,0,0,5,0,111,0,7,234,132,849,20,14,176,0,214,1432,3221447.000000,585.149252
35,13,49,0,0,5,0,110,0,7,249,131,848,19,14,176,0,212,1444,3191481.000000,35,13,49,0,0,5,0,110,0,7,249,131,848,19,14,176,0,212,1444,3191481.000000,582.223506
35,13,50,0,0,5,0,109,0,9,237,131,873,19,14,176,0,212,1459,3191681.000000,35,13,49,0,0,5,0,110,0,7,249,131,848,19,14,176,0,212,1444,3191481.000000,582.223506
35,13,50,0,0,5,1,109,0,9,237,131,873,21,14,176,0,213,1461,3206741.000000,35,13,49,0,0,5,0,110,0,7,249,131,848,19,14,176,0,212,1444,3191481.000000,576.415826
35,13,50,0,0,5,1,109,0,9,237,131,873,21,14,176,0,213,1461,3206741.000000,35,13,49,0,0,5,0,110,0,7,249,131,848,19,14,176,0,212,1444,3191481.000000,576.415826
35,13,50,0,0,5,0,109,0,9,237,131,869,19,14,174,0,212,1453,3191631.000000,35,13,49,0,0,5,0,110,0,7,249,131,848,19,14,176,0,212,1444,3191481.000000,576.415826
35,13,50,0,0,5,0,109,0,9,237,131,874,19,14,170,0,212,1454,3191661.000000,35,13,49,0,0,5,0,110,0,7,249,131,848,19,14,176,0,212,1444,3191481.000000,576.415826
35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,573.533747
35,14,50,0,0,5,0,109,0,10,229,131,847,19,14,171,0,213,1421,3206361.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,570.666078
31,13,52,0,0,5,0,112,0,9,224,133,841,19,14,171,0,213,1411,3206273.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,570.666078
35,13,50,0,0,6,0,109,0,9,229,131,853,19,14,166,0,213,1421,3206391.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,570.666078
36,13,50,0,0,6,0,109,0,9,221,131,849,19,14,166,0,214,1409,3221311.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,564.973684
36,13,50,0,0,5,0,109,0,9,225,131,857,20,14,168,0,213,1424,3206451.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,564.973684
34,13,51,0,0,5,0,109,0,10,225,129,857,20,14,168,0,212,1423,3191454.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,559.338072
37,13,51,0,0,5,0,109,0,10,222,132,858,19,14,169,0,215,1424,3236427.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,559.338072
38,13,51,0,0,5,0,106,0,10,228,134,873,19,14,166,0,213,1444,3206594.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,556.541381
38,13,51,0,0,5,0,106,0,8,228,135,879,19,14,166,0,213,1449,3206645.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,550.989881
39,13,51,0,0,5,0,106,0,10,230,134,886,19,14,165,0,214,1458,3221729.000000,35,13,50,0,0,5,0,109,0,9,229,131,850,19,14,171,0,212,1423,3191386.000000,550.989881
36,14,49,0,0,5,0,106,0,11,232,133,885,19,14,161,0,210,1455,3161713.000000,36,14,49,0,0,5,0,106,0,11,232,133,885,19,14,161,0,210,1455,3161713.000000,548.234932
