countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
250,0,291,0,0,0,1,0,0,140,4075,1089,29145,48,112,315,0,542,34924,10917874.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,600.000000
250,0,291,0,0,0,1,0,0,140,4075,1089,29145,47,112,315,0,542,34923,10917834.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,600.000000
250,0,291,0,0,0,1,0,0,140,4075,1089,29145,47,112,315,0,542,34923,10917834.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,600.000000
250,0,291,0,0,0,1,0,0,140,4075,1089,29145,47,112,315,0,542,34923,10917834.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,600.000000
250,0,291,0,0,0,1,0,0,140,4075,1089,29145,47,112,315,0,542,34923,10917834.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,600.000000
247,0,292,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,539,34923,10857834.000000,247,0,292,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,539,34923,10857834.000000,600.000000
249,0,290,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,539,34923,10857834.000000,247,0,292,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,539,34923,10857834.000000,600.000000
251,0,293,0,0,0,0,6,0,137,4061,1089,29054,47,112,315,0,550,34815,11077588.000000,247,0,292,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,539,34923,10857834.000000,600.000000
250,0,290,0,0,0,0,0,0,141,4075,1089,29145,47,112,315,0,540,34924,10877839.000000,247,0,292,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,539,34923,10857834.000000,600.000000
250,0,291,0,0,1,1,0,0,138,4075,1091,29145,47,112,331,0,543,34939,10937986.000000,247,0,292,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,539,34923,10857834.000000,600.000000
248,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,540,34929,10877912.000000,247,0,292,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,539,34923,10857834.000000,600.000000
246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,597.000000
248,0,293,0,0,2,1,15,0,140,4027,1084,28965,48,112,335,0,559,34711,11257409.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,597.000000
248,0,290,0,0,1,1,0,0,140,4072,1090,29145,48,112,334,0,540,34941,10878035.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,597.000000
245,0,293,0,0,2,1,9,0,140,4071,1084,29077,48,112,327,0,550,34859,11077881.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,597.000000
249,0,291,0,0,1,1,3,0,140,4037,1086,28981,48,112,326,0,545,34730,10977437.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,597.000000
248,0,290,0,0,2,0,0,0,140,4075,1088,29145,48,112,324,0,540,34932,10877963.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,597.000000
248,0,290,0,0,2,1,0,0,140,4075,1088,29145,48,112,324,0,541,34932,10897963.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,594.015000
248,0,290,0,0,2,1,0,0,140,4075,1088,29145,48,112,324,0,541,34932,10897963.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,594.015000
248,0,290,0,0,2,1,0,0,140,4075,1088,29145,48,112,324,0,541,34932,10897963.000000,246,0,290,0,0,1,1,0,0,140,4075,1087,29145,47,112,323,0,538,34929,10837912.000000,594.015000
