countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
31,21,47,0,0,8,3,80,0,23,181,164,1256,17,14,239,4,190,1898,7614169.000000,30,16,47,0,0,8,3,80,0,24,186,164,1256,17,14,239,4,184,1904,7374199.000000,600.000000
29,16,47,0,0,8,3,80,0,24,194,165,1266,17,14,239,4,183,1923,7334294.000000,29,16,47,0,0,8,3,80,0,24,194,165,1266,17,14,239,4,183,1923,7334294.000000,600.000000
29,16,45,0,0,8,3,80,0,24,192,167,1281,17,14,244,4,181,1943,7254444.000000,29,16,45,0,0,8,3,80,0,24,192,167,1281,17,14,244,4,181,1943,7254444.000000,597.000000
26,16,44,0,0,8,3,77,0,23,200,170,1301,17,14,244,4,174,1973,6974594.000000,26,16,44,0,0,8,3,77,0,23,200,170,1301,17,14,244,4,174,1973,6974594.000000,591.044925
26,16,44,0,0,8,3,77,0,23,200,170,1301,18,14,244,4,174,1974,6974644.000000,26,16,44,0,0,8,3,77,0,23,200,170,1301,17,14,244,4,174,1973,6974594.000000,588.089700
26,16,44,0,0,8,3,77,0,23,200,170,1301,18,14,244,4,174,1974,6974644.000000,26,16,44,0,0,8,3,77,0,23,200,170,1301,17,14,244,4,174,1973,6974594.000000,588.089700
26,16,44,0,0,9,3,77,0,23,197,165,1259,18,14,248,4,175,1928,7014454.000000,26,16,44,0,0,8,3,77,0,23,200,170,1301,17,14,244,4,174,1973,6974594.000000,585.149252
26,16,44,0,0,9,3,77,0,23,197,169,1254,18,14,248,4,175,1927,7014449.000000,26,16,44,0,0,8,3,77,0,23,200,170,1301,17,14,244,4,174,1973,6974594.000000,582.223506
26,16,44,0,0,9,3,77,0,19,197,169,1264,18,14,248,4,175,1933,7014479.000000,26,16,44,0,0,8,3,77,0,23,200,170,1301,17,14,244,4,174,1973,6974594.000000,579.312388
25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,579.312388
26,16,44,0,0,8,3,80,0,24,197,168,1252,18,14,245,4,177,1922,7094394.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,579.312388
26,16,44,0,0,8,3,80,0,26,201,172,1296,18,14,245,4,177,1976,7094664.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,576.415826
26,16,44,0,0,8,3,80,0,24,189,167,1262,18,14,248,4,177,1926,7094444.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,576.415826
26,14,44,0,0,8,3,80,0,24,189,167,1264,18,14,248,4,175,1928,7014454.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,573.533747
30,16,45,0,0,8,3,80,0,24,181,164,1242,18,14,248,4,182,1895,7294289.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,573.533747
30,16,45,0,0,8,3,80,0,24,181,162,1240,18,14,248,4,182,1891,7294269.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,564.973684
30,11,45,0,0,8,3,80,0,24,196,162,1230,18,14,248,4,177,1896,7094294.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,562.148816
31,11,43,0,0,8,3,77,0,23,196,161,1249,18,14,248,4,173,1913,6934379.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,559.338072
31,11,43,0,0,8,3,77,0,23,199,161,1255,18,14,248,4,173,1922,6934424.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,556.541381
31,11,43,0,0,8,3,77,0,23,196,160,1245,19,14,249,4,173,1910,6934419.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,556.541381
31,11,43,0,0,8,3,77,0,23,196,159,1243,19,14,249,4,173,1907,6934404.000000,25,16,42,0,0,9,3,72,0,25,200,172,1277,18,14,248,4,167,1958,6694604.000000,553.758674
31,11,42,0,0,8,3,72,0,23,202,161,1257,19,14,252,4,167,1932,6694559.000000,31,11,42,0,0,8,3,72,0,23,202,161,1257,19,14,252,4,167,1932,6694559.000000,550.989881
32,12,42,0,0,8,3,72,0,23,202,159,1255,19,14,252,4,169,1928,6774539.000000,31,11,42,0,0,8,3,72,0,23,202,161,1257,19,14,252,4,167,1932,6694559.000000,548.234932
32,12,42,0,0,8,3,72,0,23,197,158,1250,19,14,253,4,169,1918,6774499.000000,31,11,42,0,0,8,3,72,0,23,202,161,1257,19,14,252,4,167,1932,6694559.000000,542.766288
31,12,42,0,0,9,3,69,0,23,200,160,1289,18,14,259,4,166,1967,6654759.000000,31,12,42,0,0,9,3,69,0,23,200,160,1289,18,14,259,4,166,1967,6654759.000000,537.352194
31,12,42,0,0,9,3,69,0,23,200,161,1291,18,14,259,4,166,1970,6654774.000000,31,12,42,0,0,9,3,69,0,23,200,160,1289,18,14,259,4,166,1967,6654759.000000,534.665433
31,12,42,0,0,9,3,69,0,23,205,160,1292,18,14,259,4,166,1975,6654799.000000,31,12,42,0,0,9,3,69,0,23,200,160,1289,18,14,259,4,166,1967,6654759.000000,534.665433
31,12,42,0,0,9,4,69,0,23,209,164,1320,19,14,268,3,167,2020,6694764.000000,31,12,42,0,0,9,3,69,0,23,200,160,1289,18,14,259,4,166,1967,6654759.000000,531.992106
31,10,42,0,0,9,4,69,0,23,211,165,1328,19,14,268,3,165,2031,6614819.000000,31,10,42,0,0,9,4,69,0,23,211,165,1328,19,14,268,3,165,2031,6614819.000000,526.685485
31,10,42,0,0,9,5,69,0,25,225,169,1391,19,14,265,3,166,2111,6655189.000000,31,10,42,0,0,9,4,69,0,23,211,165,1328,19,14,268,3,165,2031,6614819.000000,524.052058
31,8,40,0,0,9,5,66,0,23,220,163,1342,19,14,274,3,159,2058,6375014.000000,31,8,40,0,0,9,5,66,0,23,220,163,1342,19,14,274,3,159,2058,6375014.000000,518.824638
32,10,42,0,0,9,5,69,0,25,235,168,1386,19,14,264,3,167,2114,6695194.000000,31,8,40,0,0,9,5,66,0,23,220,163,1342,19,14,274,3,159,2058,6375014.000000,518.824638
29,10,41,0,0,9,5,68,0,22,239,170,1414,19,14,264,3,162,2145,6495349.000000,31,8,40,0,0,9,5,66,0,23,220,163,1342,19,14,274,3,159,2058,6375014.000000,516.230515
32,10,42,0,0,9,4,69,0,26,236,168,1443,19,14,263,3,166,2172,6655474.000000,31,8,40,0,0,9,5,66,0,23,220,163,1342,19,14,274,3,159,2058,6375014.000000,516.230515
32,10,42,0,0,9,4,69,0,27,246,167,1428,19,14,263,3,166,2167,6655449.000000,31,8,40,0,0,9,5,66,0,23,220,163,1342,19,14,274,3,159,2058,6375014.000000,513.649363
32,10,42,0,0,9,4,69,0,28,246,165,1413,19,14,263,3,166,2151,6655369.000000,31,8,40,0,0,9,5,66,0,23,220,163,1342,19,14,274,3,159,2058,6375014.000000,511.081116
