countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
59,36,128,0,0,12,4,289,0,45,615,410,2088,28,21,753,10,528,3970,13238920.000000,59,36,128,0,0,12,4,289,0,45,615,410,2088,28,21,753,10,528,3970,13238920.000000,600.000000
58,36,124,0,0,13,4,281,0,44,645,411,2128,30,21,761,10,516,4050,12939776.000000,58,36,124,0,0,13,4,281,0,44,645,411,2128,30,21,761,10,516,4050,12939776.000000,600.000000
55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,597.000000
58,36,124,0,0,13,4,278,0,47,645,412,2126,30,21,761,10,513,4052,12864772.000000,55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,597.000000
58,36,124,0,0,13,3,278,0,47,645,412,2126,30,21,761,10,512,4052,12839772.000000,55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,594.015000
55,36,124,0,0,13,3,280,0,47,648,412,2129,30,21,769,10,511,4066,12814912.000000,55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,594.015000
52,36,128,0,0,13,3,287,0,48,652,414,2107,30,21,769,10,519,4051,13014739.000000,55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,591.044925
55,36,124,0,0,13,3,280,0,47,663,416,2185,30,21,761,10,511,4133,12815546.000000,55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,591.044925
55,36,123,0,0,13,3,280,0,47,663,415,2184,30,21,742,11,510,4113,12790595.000000,55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,585.149252
55,36,123,0,0,13,3,280,0,47,662,414,2184,30,21,742,11,510,4111,12790584.000000,55,36,121,0,0,13,4,280,0,44,633,409,2105,30,21,761,10,509,4013,12764424.000000,582.223506
55,33,123,0,0,13,3,273,0,50,662,414,2199,30,21,742,11,500,4129,12540749.000000,55,33,123,0,0,13,3,273,0,50,662,414,2199,30,21,742,11,500,4129,12540749.000000,579.312388
55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,576.415826
56,33,126,0,0,13,4,279,0,53,690,416,2253,31,21,729,11,511,4204,12816496.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,576.415826
58,33,126,0,0,13,4,279,0,55,698,414,2274,31,21,727,11,513,4231,12866774.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,573.533747
56,33,126,0,0,13,4,279,0,53,694,418,2253,31,21,729,11,511,4210,12816538.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,573.533747
58,33,126,0,0,13,4,277,0,53,694,421,2262,31,21,734,11,511,4227,12816681.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,570.666078
58,33,126,0,0,13,4,277,0,50,700,419,2262,31,21,734,11,511,4228,12816724.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,556.541381
58,33,127,0,0,13,5,277,0,54,694,421,2262,32,21,733,11,513,4228,12866716.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,556.541381
58,33,126,0,0,13,4,277,0,53,694,424,2262,31,21,734,11,511,4230,12816684.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,556.541381
62,33,126,0,0,13,4,277,0,54,682,424,2258,31,21,734,11,515,4215,12916529.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,550.989881
55,33,127,0,0,13,4,281,0,53,694,423,2244,31,21,743,11,513,4220,12866593.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,550.989881
60,33,126,0,0,13,4,277,0,52,686,424,2270,32,21,737,11,513,4233,12866749.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,550.989881
61,33,125,0,0,13,3,277,0,52,695,426,2282,32,21,743,11,512,4262,12842021.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,548.234932
63,33,126,0,0,13,4,277,0,52,693,426,2284,32,21,740,11,516,4259,12941991.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,548.234932
63,33,125,0,0,13,4,274,0,52,693,427,2289,32,21,739,11,512,4264,12842032.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,545.493757
63,33,125,0,0,13,4,274,0,52,691,426,2291,32,21,739,11,512,4263,12842031.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,542.766288
63,33,125,0,0,13,4,274,0,51,692,429,2304,32,21,729,11,512,4269,12842069.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,542.766288
65,33,125,0,0,13,4,274,0,52,697,428,2300,33,21,726,11,514,4268,12892093.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,542.766288
65,33,125,0,0,13,4,274,0,52,750,430,2302,33,21,726,11,514,4325,12892645.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,537.352194
66,33,125,0,0,13,4,271,0,49,750,433,2323,33,21,726,11,512,4346,12842843.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,534.665433
65,33,125,0,0,13,4,272,0,52,750,427,2300,33,21,726,11,512,4320,12842622.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,534.665433
64,33,125,0,0,13,4,273,0,52,751,428,2300,33,21,726,11,512,4322,12842633.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,531.992106
67,33,127,0,0,13,4,272,0,49,753,428,2300,33,21,718,11,516,4313,12942558.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,531.992106
69,33,131,0,0,13,4,276,0,49,737,426,2249,33,21,718,11,526,4244,13191886.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,526.685485
67,33,127,0,0,13,4,272,0,46,721,426,2284,33,21,715,11,516,4257,12942031.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,526.685485
67,33,127,0,0,13,4,272,0,46,721,426,2284,32,21,715,11,516,4256,12941991.000000,55,33,123,0,0,13,3,271,0,50,662,415,2214,30,21,742,11,498,4145,12490900.000000,524.052058
